Application,File,RoutePage,Component,String,StringType,CurrentSource,ExistingLocalizationKey,RequiredAction
"apps/platform-console","Frontend/apps/platform-console/src/features/metrics/metrics.msw.test.ts","","","from and to (yyyy-MM-dd) are required.","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/metrics/metrics.msw.test.ts","","","metrics API (MSW)","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/metrics/metrics.msw.test.ts","","","loads MRR snapshot and formats EGP without re-dividing annual","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/metrics/metrics.msw.test.ts","","","requires from/to for movement (400)","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/metrics/metrics.msw.test.ts","","","loads movement, churn, conversion, and tier distribution","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/metrics/MetricsPage.tsx","","","Metrics","A","jsx-text","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/metrics/MetricsPage.tsx","","","Range from","A","jsx-text","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/metrics/MetricsPage.tsx","","","Range to","A","jsx-text","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/metrics/MetricsPage.tsx","","","No paying tenants as of this date.","A","jsx-text","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/metrics/MetricsPage.tsx","","","Cohort","A","jsx-text","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/metrics/MetricsPage.tsx","","","Signed up","A","jsx-text","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/metrics/MetricsPage.tsx","","","Still paying","A","jsx-text","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/metrics/MetricsPage.tsx","","","Retention","A","jsx-text","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/metrics/MetricsPage.tsx","","","No cohort rows for this range.","A","jsx-text","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/metrics/MetricsPage.tsx","","","No trials started in this range.","A","jsx-text","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/metrics/MetricsPage.tsx","","","No paying tenants as of this date.","A","jsx-text","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/metrics/MetricsPage.tsx","","","border-t border-gray-200 pt-6 first:border-t-0 first:pt-0","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/metrics/MetricsPage.tsx","","","text-lg font-semibold text-gray-900","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/metrics/MetricsPage.tsx","","","mt-0.5 text-sm text-gray-500","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/metrics/MetricsPage.tsx","","","text-xs uppercase tracking-wide text-gray-500","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/metrics/MetricsPage.tsx","","","mt-1 text-xl font-semibold tabular-nums text-gray-900","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/metrics/MetricsPage.tsx","","","grid gap-3 sm:grid-cols-3","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/metrics/MetricsPage.tsx","","","h-12 animate-pulse rounded bg-gray-200","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/metrics/MetricsPage.tsx","","","Failed to load","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/metrics/MetricsPage.tsx","","","text-sm text-red-600","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/metrics/MetricsPage.tsx","","","from and to are required for movement, churn, and conversion.","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/metrics/MetricsPage.tsx","","","Use yyyy-MM-dd for from and to.","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/metrics/MetricsPage.tsx","","","from must be on or before to.","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/metrics/MetricsPage.tsx","","","flex flex-col gap-8","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/metrics/MetricsPage.tsx","","","text-2xl font-semibold text-gray-900","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/metrics/MetricsPage.tsx","","","text-sm text-gray-500","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/metrics/MetricsPage.tsx","","","flex flex-wrap gap-4 border-b border-gray-200 pb-4","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/metrics/MetricsPage.tsx","","","flex flex-col gap-1 text-sm","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/metrics/MetricsPage.tsx","","","rounded-[var(--radius)] border border-gray-300 bg-white px-3 py-2","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/metrics/MetricsPage.tsx","","","flex flex-col gap-1 text-sm","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/metrics/MetricsPage.tsx","","","rounded-[var(--radius)] border border-gray-300 bg-white px-3 py-2","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/metrics/MetricsPage.tsx","","","flex flex-col gap-1 text-sm","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/metrics/MetricsPage.tsx","","","rounded-[var(--radius)] border border-gray-300 bg-white px-3 py-2","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/metrics/MetricsPage.tsx","","","text-sm text-gray-500","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/metrics/MetricsPage.tsx","","","grid gap-6 sm:grid-cols-3","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/metrics/MetricsPage.tsx","","","Paying tenants","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/metrics/MetricsPage.tsx","","","sm:col-span-3 text-xs text-gray-500","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/metrics/MetricsPage.tsx","","","MRR movement","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/metrics/MetricsPage.tsx","","","Set a valid date range","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/metrics/MetricsPage.tsx","","","text-sm text-amber-800","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/metrics/MetricsPage.tsx","","","grid gap-6 sm:grid-cols-3 lg:grid-cols-5","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/metrics/MetricsPage.tsx","","","sm:col-span-3 lg:col-span-5 text-xs text-gray-500","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/metrics/MetricsPage.tsx","","","Does not reconcile","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/metrics/MetricsPage.tsx","","","Set a valid date range","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/metrics/MetricsPage.tsx","","","text-sm text-amber-800","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/metrics/MetricsPage.tsx","","","flex flex-col gap-4","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/metrics/MetricsPage.tsx","","","grid gap-6 sm:grid-cols-3","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/metrics/MetricsPage.tsx","","","Gross churn rate","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/metrics/MetricsPage.tsx","","","Churned MRR","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/metrics/MetricsPage.tsx","","","Churned tenants","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/metrics/MetricsPage.tsx","","","mb-2 text-sm font-medium text-gray-700","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/metrics/MetricsPage.tsx","","","min-w-full text-left text-sm","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/metrics/MetricsPage.tsx","","","py-1 pr-4 font-medium","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/metrics/MetricsPage.tsx","","","py-1 pr-4 font-medium","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/metrics/MetricsPage.tsx","","","py-1 pr-4 font-medium","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/metrics/MetricsPage.tsx","","","py-1 font-medium","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/metrics/MetricsPage.tsx","","","border-t border-gray-200","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/metrics/MetricsPage.tsx","","","py-1.5 pr-4 font-[var(--mono)] text-gray-800","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/metrics/MetricsPage.tsx","","","py-1.5 pr-4 tabular-nums","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/metrics/MetricsPage.tsx","","","py-1.5 pr-4 tabular-nums","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/metrics/MetricsPage.tsx","","","py-1.5 tabular-nums","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/metrics/MetricsPage.tsx","","","text-sm text-gray-500","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/metrics/MetricsPage.tsx","","","Trial → paid conversion","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/metrics/MetricsPage.tsx","","","Set a valid date range","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/metrics/MetricsPage.tsx","","","text-sm text-amber-800","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/metrics/MetricsPage.tsx","","","text-sm text-gray-500","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/metrics/MetricsPage.tsx","","","grid gap-6 sm:grid-cols-3","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/metrics/MetricsPage.tsx","","","Trials started","A","string-literal","","localize"
